Store Number,Store Name,Store Location,Address,City,State,Zip Code,Phone Number,Latitude,Longitude
923,Laguna Hills,Laguna Hills Plaza Shopping Center,24821 Alicia Parkway,Laguna Hills,CA,92653,(949) 472-8180,33.6019,-117.693
924,El Segundo,Plaza El Segundo,770 South Sepulveda Blvd.,El Segundo,CA,90245,(310) 726-9123,33.9064,-118.392
925,Chino,Spectrum Marketplace,4044 Grand Avenue,Chino,CA,91710,(909) 590-7626,34.0019,-117.716
926,Murrieta,Murrieta,40404 Murrieta Hot Springs Road,Murrieta,CA,92563,(951) 691-5401,33.5553,-117.176
927,Tustin,The Market Place,2771 El Camino Real,Tustin,CA,92782,(714) 731-1300,33.7271,-117.794
928,Moorpark,Moorpark,706 Los Angeles Avenue,Moorpark,CA,93021,(805) 978-4091,34.2778,-118.871
929,Yorba Linda,Savi Ranch,23081 Savi Ranch Parkway,Yorba Linda,CA,92887,(714) 685-7802,33.8717,-117.734
931,Oceanside,College Boulevard,3514 College Blvd.,Oceanside,CA,92056,(760) 945-5444,33.181,-117.294
932,Pasadena,Hastings Village,3359 E. Foothill Boulevard,Pasadena,CA,91107,(626) 351-1843,34.1528,-118.082
933,Ladera Ranch,Ladera Ranch,"27502 Antonio Parkway, #B",Ladera Ranch,CA,92694,(949) 365-1278,33.5634,-117.627
935,Santa Clarita,Soledad Crossing,26591 Carl Boyer Drive,Santa Clarita,CA,91350,(661) 253-9231,34.4172,-118.507
936,Newport Beach,Fashion Island Shopping Center,435 Newport Center Drive,Newport Beach,CA,92660,(949) 640-1107,33.6166,-117.874
1000,Tulsa Hills,Tulsa Hills Shopping Center,7523 S. Olympia Avenue,Tulsa,OK,74132,(918) 447-1100,36.0538,-96.002
1001,Woodland Hills,Sollco Union Plaza,10021 E 71St Street,Tulsa,OK,74133,(918) 249-4444,36.0614,-95.8652
1002,Norcross,Peachtree Square,"6050 Peachtree Parkway, Suite 450",Norcross,GA,30092,(770) 613-0077,33.9531,-84.2319
1005,Lisbon,Lisbon Landing,"170 River Road, Suite 2",Lisbon,CT,06351,(860) 376-4141,41.5814,-71.9914
1006,Portage,Portage,6355 Westnedge Avenue,Portage,MI,49002,(269) 329-1956,42.2247,-85.5868
1007,St. George,Red Rocks Commons,"15 South River Rd, Suite 240",St. George,UT,84790,(435) 673-4261,37.1074,-113.553
1010,San Luis Obispo,Prefumo Creek Commons,11970 Los Osos Valley Road,San Luis Obispo,CA,93405,(805) 545-0740,35.2534,-120.685
1011,Beckley,Crossroads Mall,"5475 Robert C. Byrd Drive, Unit 6",Mt. Hope,WV,25880,(304) 252-3425,37.8456,-81.1969
1012,Cranberry,Cranberry Crossroads,2021 Mackenzie Way,Cranberry Twp.,PA,16066,(724) 778-3010,40.6876,-80.0876
1013,Ann Arbor,Waters Place,3120 Lohr Road,Ann Arbor,MI,48108,(734) 332-6095,42.2399,-83.7623
1015,Ne Columbia,Target Center,10204A Two Notch Road,Columbia,SC,29229,(803) 699-8380,34.1184,-80.88
1016,Hattiesburg,Turtle Creek Mall,1000 Turtle Creek Road,Hattiesburg,MS,39402,(601) 264-6648,31.3229,-89.3757
1017,Duluth,Miller Hill Mall,1600 Miller Trunk Highway,Duluth,MN,55811,(218) 727-2078,46.803644,-92.158382
1018,Holly Springs,Holly Springs Towne Center,168 Grand Hill Place,Holly Springs,NC,27540,(919) 552-4148,35.66364962,-78.84840368
1019,Ft. Lauderdale,Regions Bank Plaza,2420 North Federal Hwy,Ft. Lauderdale,FL,33305,(954) 566-1448,26.1564,-80.1171
1020,Mt. Pleasant,Indian Hills Plaza,4208 E. Bluegrass Road,Mt. Pleasant,MI,48858,(989) 772-1990,43.5729,-84.7635
1021,Heath,Indian Mound Mall,771 South 30Th Street,Heath,OH,43056,(740) 522-5555,40.0298,-82.448
1022,Broken Arrow,Shops At Broken Arrow,1620 E. Hillside Drive,Broken Arrow,OK,74012,(918) 355-3310,36.0675,-95.7729
1023,Canton,Premier Center,45700 Michigan Avenue,Canton,MI,48188,(734) 495-0387,42.2738,-83.4896
1024,Morehead City,Crystal Coast Plaza,5130 Highway 70 West,Morehead,NC,28557,(252) 222-3244,34.7401,-76.8044
1025,Huntington Beach,Edinger Plaza,7542 Edinger Avenue,Huntington Beach,CA,92647,(714) 847-3179,33.7287,-117.997
1026,San Diego,Sports Arena Square,3265 Sports Arena Blvd.,San Diego,CA,92110,(619) 523-0975,32.7515,-117.211
1027,Hanover,Hanover Mall,1803 Washington Street,Hanover,MA,02339,(781) 826-9282,42.1434,-70.8409
1028,Harrisonburg,Valley Mall,1925 East Market Street,Harrisonburg,VA,22801,(540) 433-1268,38.4284,-78.845
1029,St. Joseph,Cook Crossing,4204 North Belt Highway,St. Joseph,MO,64506,(816) 390-8088,39.8079,-94.8169
1030,Northborough,Northborough Crossing,5102 Shops Way,Northborough,MA,01532,(508) 393-1638,42.2885,-71.6711
1031,Wheaton,Wheaton Plaza,"11160 Veirs Mill Road, Suite P100",Wheaton,MD,20902,(301) 933-3494,39.0349,-77.0551
1032,Union,Route 22 Retail Center,2700A Route 22 East,Union,NJ,07083,(908) 964-2580,40.6871,-74.3107
1033,Oxnard,Esplande Center,231 W. Esplande Drive,Oxnard,CA,93036,(805) 973-1260,34.2333,-119.176
1034,Cottonwood,Cottonwood Place,3550 State Highway 528 Nw,Albuquerque,NM,87114,(505) 899-0355,35.2054,-106.653
1036,Federal Way,The Commons,1819 S. Commons,Federal Way,WA,98003,(206) 400-2811,47.31327,-122.3103241
1037,Lakeland,Lakeland Park Center,"919 Lakeland Park Center Dr., Suite 300",Lakeland,FL,33809,(863) 248-1200,28.090304,-81.970709
1039,Pensacola,Cordova Mall,5100 N 9Th Avenue,Pensacola,FL,32504,(850) 478-9605,30.475556,-87.205909
1040,Monroe,Pecanland Mall,"4700 Millhaven Road, Suite 1566",Monroe,LA,71203,(318) 410-1156,32.498,-92.0606
1041,North Jacksonville,Parkway Shops,"14964 Max Leggett Parkway, Suite 300",Jacksonville,FL,32218,(904) 757-9602,30.482,-81.6409
1042,Panama City Beach,Pier Park North,"15700 Panama City Beach Park, Unit 400",Panama City Beach,FL,32413,(850) 238-3322,30.224548,-85.868737
1044,Slidell,Fremaux Town Center,250 Town Center Parkway,Slidell,LA,70458,(985) 718-3252,30.267207,-89.75795
1045,Miamisburg,Dayton Mall,"2700 Miamisburg Centerville Road, Suite 388",Dayton,OH,45459,(937) 436-5754,39.6332,-84.2189
1046,Syracuse,Destiny Usa,10311 Destiny Usa Drive,Syracuse,NY,13204,(315) 471-7770,43.067,-76.1721
1047,Redding,Redding Hilltop Center,875 Browning Street,Redding,CA,96003,(530) 221-1399,40.591678,-122.356671
1048,Petaluma,East Washington Place,"401 Kenilworth Drive, Suite 1030",Petaluma,CA,94952,(707) 763-3750,38.243412,-122.624013
1049,Santa Rosa,Coddingtown Mall,1975 Cleveland Avenue,Santa Rosa,CA,95401,(707) 228-1223,38.455938,-122.72787
1060,Commack,Commack Shopping Center,6070 Jericho Turnpike,Commack,NY,11725,(631) 499-1410,40.8406,-73.3063
1062,El Paso,The Fountains At Farah,"8889 Gateway West Blvd, Suite 110",El Paso,TX,79925,(915) 633-1120,31.771103,-106.373414
1064,Midvale,Family Center At Fort Union,7171 S 1000 E,Midvale,UT,84047,(801) 566-2920,40.621,-111.862
1065,Orem,Family Center At Orem,130 E University Parkway,Orem,UT,84058,(801) 225-7073,40.2716,-111.692
1066,Greenville,11 Galleria,3500 Galleria Drive,Greenville,NC,27834,(252) 329-0241,35.5678,-77.4072
1067,Bluffton,Bluffton Target Center,"1050 Fording Island Road, Suite B",Bluffton,SC,29910,(843) 815-3000,32.255,-80.8509
1068,Athens,Epps Bridge Center,"1791 Oconee Connector, Suite 120",Athens,GA,30606,(706) 227-4077,33.914978,-83.452745
1069,Visalia,Gateway Plaza,3637 S. Mooney Blvd.,Visalia,CA,93277,(559) 636-0633,36.2975,-119.316
1070,Salinas,Westridge Center,1223 N. Davis Road,Salinas,CA,93907,(831) 751-9019,36.7006,-121.669
1071,Dublin,Fallon Gateway,2820 Dublin Blvd.,Dublin,CA,94568,(925) 479-0680,37.703951,-121.853734
1072,Pleasant Hill,The Crossroads,2314 Monument Blvd,Pleasant Hill,CA,94523,(925) 222-3508,37.942237,-122.058127
1073,Wauwatosa,Mayfair Collection,"11500 West Burleigh Street, Suite 140",Wauwatosa,WI,53222,(414) 203-1380,43.07701,-88.056721
1074,Kendall,The Palms At Town & Country,11900 Mills Drive,Miami,FL,33183,(305) 595-9410,25.689833,-80.386052
1075,Spokane Valley,Spokane Valley Mall,14014 East Indiana Avenue,Spokane Valley,WA,99216,(509) 891-0977,47.674,-117.212
1076,Las Cruces,Las Cruces,200 North Telshor Blvd.,Las Cruces,NM,88011,(575) 522-9756,32.3198,-106.747
1077,Jefferson City,Stoneridge Village,739 Stoneridge Parkway,Jefferson City,MO,65109,(573) 556-5602,38.5793,-92.2219
1078,Alabaster,Colonial Promenade Alabaster,200 S. Colonial Drive,Alabaster,AL,35007,(205) 564-2648,33.225937,-86.804886
1079,Quail Spring,Shops At Quail Spring,14200 N. Pennsylvania Avenue,Oklahoma City,OK,73134,(405) 749-4610,35.6148,-97.548
1080,Moore,Fritts Farm,760 Sw 19Th Street,Moore,OK,73160,(405) 237-1585,35.3177,-97.5013
1081,Westgate,Westgate Marketplace,6601 Sw 3Rd Street,Oklahoma City,OK,73128,(405) 491-2570,35.4633,-97.6298
1082,Midwest City,Town Center Plaza,7095 Se 29Th Street,Midwest City,OK,73110,(405) 732-0820,35.4378,-97.4048
1083,West Nyack,Palisades Center,2400 Palisades Center Drive,West Nyack,NY,10994,(845) 353-1086,41.0967,-73.9574
1084,Fort Myers,Page Field Commons,4977 Cleveland Avenue,Fort Myers,FL,33907,(239) 362-9575,26.587495,-81.869691
1085,Oneonta,Southside Mall,"5006 State Highway 23, Suite 1C",Oneonta,NY,13820,(607) 432-0203,42.4469,-75.0466
1086,South County,South County Mall,590 South County Center Way,South County,MO,63129,(314) 416-1905,38.504522,-90.334807
1087,Gretna,Oakwood Center,197 Westbank Expressway,Gretna,LA,70053,(504) 361-3869,29.922302,-90.040326
1089,Chico,Chico Mall,1922 E 20Th Street,Chico,CA,95928,(530) 343-3351,39.7288,-121.8078
1090,Gainesville,Lakeshore Mall,"150 Pearl Nix Parkway, Suite G",Gainesville,GA,30501,(770) 534-4730,34.294727,-83.845102
1092,Daly City,Serramonte Mall,64 Serramonte Center,Daly City,CA,94015,(415) 325-4109,37.671793,-122.472257
1093,Colonial Heights,Southpark Mall,324 Southpark Circle,Colonial Heights,VA,23834,(804) 526-2745,37.2548,-77.3946
1095,Riverhead,Old Country Road 58 Center,1779 Old Country Road,Riverhead,NY,11901,(631) 727-1395,40.922312,-72.702162
1096,Easton,Waterside Village At Easton,28564 Marlboro Avenue,Easton,MD,21601,(410) 200-9560,38.7842,-76.0846
1098,Lake Charles,Prien Lake Mall,542 West Prien Lake Road,Lake Charles,LA,70601,(337) 478-1488,30.199544,-93.2274
1099,Tallahassee,Tallahassee Shopping Center,1729 Apalachee Parkway,Tallahassee,FL,32301,(850) 309-0490,30.4311,-84.2514
1100,Issaquah,Grandridge Plaza,1422 10Th Way Ne,Issaquah,WA,98029,(425) 427-9284,47.541128,-122.016679
1101,West Des Moines,Jordan Creek,"320 South Jordan Creek Parkway, Suite 100",West Des Moines,IA,50266,(515) 225-6230,41.564515,-93.807325
1103,Salina,Midstate Plaza,2450 9Th Street,Salina,KS,67401,(785) 827-3540,38.797507,-97.615742
1105,Palmdale,Antelope Valley Mall,1301 W. Rancho Vista Blvd.,Palmdale,CA,93550,(661) 225-8019,34.60366,-118.15358
1106,Savannah,Market Walk,"318 Mall Blvd, Suite #200",Savannah,GA,31406,(912) 480-9037,32.00625,-81.111547
1107,Monroeville,Monroeville Mall,501 Monroeville Mall,Monroeville,PA,15146,(412) 843-0024,40.429465,-79.797445
1108,South Plainfield,Hadley Center,4999 Stelton Road,South Plainfield,NJ,07080,(908) 226-4912,40.550172,-74.425678
1109,Lawton,Lawton Town Center,261 Nw 2Nd Street,Lawton,OK,73501,(580) 350-3079,34.61216954,-98.38796368
1110,King Of Prussia,King Of Prussia Mall,"160 N Gulph Road, Suite 4000",King Of Prussia,PA,19406,(484) 751-0071,40.0875,-75.3942
1111,Victorville,The Mall Of Victor Valley,14500 Bear Valley Road,Victorville,CA,92392,(760) 245-4151,34.473219,-117.346875
1112,South Asheville,The Landing,329 Airport Road,Arden,NC,28704,(828) 974-3371,35.449085,-82.527423
1113,Corpus Christi,The Shops At La Palmera,"4938 South Staples Street, Suite A-1",Corpus Christi,TX,78411,(361) 980-1535,27.70894,-97.3677
1114,Ashland,Melody Mountain,469 River Hill Drive,Ashland,KY,41101,(606) 327-5561,38.484006,-82.657603
1115,Bowling Green,Gary Farms,2300 Gary Farms Blvd,Bowling Green,KY,42104,(270) 796-9115,36.956328,-86.430416
1116,Albuquerque (Uptown),Coronado Center,"6600 Menaul Blvd. Ne, Suite 2000-1",Albuquerque,NM,87110,(505) 884-4415,35.106585,-106.575485
1118,Mentor,Great Lakes Mall,"7850 Mentor Ave, Suite 1044",Mentor,OH,44060,(440) 299-6005,41.658732,-81.360728
1119,Cuyahoga Falls,The Plaza At Chapel Hill,498 Howe Ave,Akron,OH,44221,(330) 923-8224,41.11660938,-81.47701324
1120,Orlando (Florida Mall),Florida Mall,"8001 S Orange Blossom Trail, Suite 1302",Orlando,FL,32809,(321) 445-4286,28.449233,-81.400088
1121,Coral Springs,The Plaza At Coral Springs,8921 W. Atlantic Boulevard,Coral Springs,FL,33071,(754) 484-3423,26.238573,-80.245685
1122,Casper,Eastridge Mall,601 Se Wyoming Blvd,Casper,WY,82609,(307) 265-4266,42.845408,-106.264273
1124,Sioux Falls,Empire Mall,1080 W Empire Mall,Sioux Falls,SD,57106,(605) 362-6550,43.51076,-96.774622
1125,Seabrook,Seabrook Town Center,"700 Lafayette Road, Suite 212",Seabrook,NH,03874,(603) 760-7369,42.89254745,-70.86652486
1126,Palm Desert,Westfield Palm Desert,"72-840 Highway 111, A130",Palm Desert,CA,92260,(760) 340-3526,33.724108,-116.395622
1127,Stroudsburg,Bartonsville Square,500 Commerce Blvd,Stroudsburg,PA,18360,(570) 421-7501,40.998599,-75.265962
1129,South San Antonio,South Park Mall,"2310 S.W. Military Drive, Suite #2002",South San Antonio,TX,78224,(210) 202-2206,29.3552115,-98.52866253
1130,Tampa,Westshore Plaza,258 Westshore Plaza,Tampa,FL,33609,(813) 422-5132,27.946727,-82.529415
1131,Prescott,Prescott Valley Crossroads,5715 E. State Route 69,Prescott Valley,AZ,86314,(928) 776-0499,34.57514999,-112.3625174
1132,Newport,Newport Pavillion,175 Pavillion Parkway,Newport,KY,41071,(859) 261-1348,39.08635164,-84.47500985
1133,South Loop,The Maxwell,1100 S. Canal Street,Chicago,IL,60607,(312) 448-2184,41.867925,-87.631115
1134,Osage Beach,Lakeview Pointe,4635 Osage Beach Parkway,Osage Beach,MO,65065,(573) 302-7470,38.14505815,-92.63124982
1136,Morganton,Morganton Heights,C138 Morganton Heights Blvd,Morganton,NC,28655,(828) 433-8332,35.72597989,-81.69968655
1137,Batavia,Towne Center At Batavia,4180 Veterans Memorial Drive,Batavia,NY,14020,(585) 344-7150,43.01334967,-78.20391763
1138,Findlay,Hobby Lobby Plaza,1960 Tiffin Avenue,Findlay,OH,45840,(419) 423-5830,41.05520981,-83.60825344
1139,North Myrtle Beach,Coastal North Town Center,1536 Highway 17 North,North Myrtle Beach,SC,29582,(843) 213-2103,33.84062675,-78.6571571
1140,Frankfort,Parkside,"7800 John Davis Drive , Suite #100",Frankfort,KY,40601,(502) 871-3624,38.17584098,-84.82095653
1141,Springfield,Springfield Town Center,6601 Springfield Mall,Springfield,VA,22150,(571) 255-6367,38.7734,-77.1739
1142,Mccandless,Mccandless Crossing,830 Providence Boulevard,Mccandless,PA,15237,(412) 548-0012,40.56913334,-80.01966767
1143,Tuscaloosa,Shoppes At Legacy Park,"1320 Mcfarland Blvd E, Bldg 400, Suite 410",Tuscaloosa,AL,35404,,33.198974,-87.527396
1144,Mayfaire Town Center,,6810 Parker Farm Drive,Wilmington,NC,28405,(910) 208-4437,34.23430062,-77.83157782
1145,Clermont,Sandhills Commons,1325 Sandy Grove Avenue,Clermont,FL,34711,(352) 404-5354,28.54388989,-81.73334779
1146,Garden City,Schulman Crossing,1540 Lareu Street,Garden City,KS,67846,(620) 805-3442,37.97880937,-100.8342806
1147,Livonia,Livonia Commons,13501 Middlebelt Road,Livonia,MI,48150,(734) 293-0069,42.378074,-83.335686
1148,Culpeper,Culpeper Colonnade,15359 Montanus Drive,Culpeper,VA,22701,(540) 317-4839,38.48322022,-77.96596011
1149,Chicago (New City),New City,1538 N. Clybourn Avenue,Chicago,IL,60610,,41.909246,-87.647825
1160,Bismarck,Hay Creek Shops,1451 East Lasalle Drive,Bismarck,ND,58503,,46.860148,-100.767523
1161,Culllman,Cullman Shopping Center,1216 Cullman Shopping Center Nw,Cullman,AL,35055,,34.181521,-86.848964
1162,Muncie,Center Shoppes,620 E Mcgalliard Road,Muncie,IN,47303,(765) 212-3677,40.22063,-85.38076139
1163,Lawrence,Lawrence,"2727 Iowa St, Suite C",Lawrence,KS,66046,(785) 312-3317,38.9336494,-95.26242559
1165,Twin Falls,Canyon Park West,1939 Fillmore Street,Twin Falls,ID,83301,(208) 944-3105,42.597078,-114.458756
1166,Easton,Easton Gateway Shopping Center,4304 Easton Gateway Drive,Columbus,OH,43219,(614) 472-4250,40.05438954,-82.90449118
1167,Nampa,Treasure Valley Crossing,16905 N Marketplace Blvd,Nampa,ID,83687,(208) 546-3433,43.6146,-116.598
1168,Naples,Naples,5955 Naples Blvd,Naples,FL,34109,(239) 325-6456,26.218,-81.7757
1170,Fremont,Pacific Commons,43923 Pacific Commons Blvd,Fremont,CA,94538,(510) 897-6475,37.5004,-121.97
1171,Parma,The Shoppes At Parma,8113 W Ridgewood Drive,Parma,OH,44129,(440) 345-3035,41.382178,-81.743378
1173,Arcola,Dulles Landing,24560 Dulles Landing Drive,Arcola,VA,20166,(571) 367-5120,38.933279,-77.520162
1175,Columbus,University Mall,2041 Us 45,Columbus,MS,39705,(662) 570-1025,33.52468657,-88.43797714
1176,Stockton,Sherwood Mall,5354 Pacific Ave,Stockton,CA,95207,(209) 992-5745,37.99915407,-121.3119169
1177,Roseville,Macomb Mall,32385 Gratiot Avenue,Roseville,MI,48066,(586) 279-1221,42.5353,-82.9154
1178,Washington,Phoenix Center Ii,3162 Phoenix Center Drive,Washington,MO,63090,(636) 266-3006,38.534383,-90.980166
1179,East Colonial,Fashion Square Mall,724 Herndon Avenue,Orlando,FL,32803,(321) 332-9991,28.5549,-81.338
1180,Richmond,Richmond Village,3718 National Road East,Richmond,IN,47374,(765) 373-9607,39.8331,-84.8497
1181,Richmond,Richmond Centre,2145 Lantern Ridge Drive,Richmond,KY,40475,(859) 353-3009,37.7385,-84.3262
1182,Turlock,Monte Vista Crossings,2711 Countryside Drive,Turlock,CA,95380,(209) 216-4385,37.5151,-120.881
1184,Goldsboro,Goldsboro,Berkeley Mall Ring Road,Goldsboro,NC,27534,(919) 221-6331,35.3769,-77.946585
1185,Patchogue,Gateway Center Ii,499-64 Sunrise Highway,Patchogue,NY,11772,(631) 891-4044,40.77863,-73.04027134
1186,Spring Hill,Cortez Commons,12936 Cortez Blvd,Brooksville,FL,34613,(352) 200-5716,28.531397,-82.514107
1187,La Crosse,Valley View Mall,4400 Wi-16,La Crosse,WI,54650,(608) 406-3684,43.872,-91.1925
1189,Holland,Riley Center,3530 W. Shore Drive,Holland,MI,49424,(616) 820-0118,42.8323,-86.0915
1192,Burlington,Burlington,2000 S. Burlington Blvd,Burlington,WA,98233,(360) 419-6072,48.44829,-122.3337075
1193,Wentzville,Wentzville Crossing,1866 Wentzville Parkway,Wentzville,MO,63385,(636) 445-3081,38.8177,-90.8747
1194,Scottsdale (Fashion Square),Fashion Square Mall,"7014 E Camelback Road, Suite Anc 03",Scottsdale,AZ,85251,,33.504507,-111.927584
1196,East Cobb,East Cobb Crossing,4269 Roswell Road,Marietta,GA,30062,(678) 433-0010,33.986286,-84.426446
1197,Chambersburg,Franklin Center,1320 Lincoln Way E - Unit 1,Chambersburg,PA,17201,,39.925644,-77.631052
1200,Mt Pleasant,Kmart Center,1114 Bowman Road,Mt Pleasant,SC,29464,(843) 800-3032,32.812125,-79.852181
1201,Moline,Southpark Mall,"4500 16Th St, Suite Xd1",Moline,IL,61265,(309) 517-2572,41.468003,-90.502252
1202,Boise,Westpark Towne Plaza,131 N Milwaukee Street,Boise,ID,83704,(208) 999-3475,43.606207,-116.283346
1205,Valparaiso,Porter's Vale,100 Porter's Vale Boulevard,Valparaiso,IN,46383,,41.469868,-87.014989
1206,Winchester,Winchester Plaza,1675 South Pleasant Valley Road,Winchester,VA,22601,(540) 431-3487,39.167105,-78.167011
1217,Tucson,Wilmont Plaza,6327 E. Broadway Blvd,Tucson,AZ,85710,,32.222244,-110.856347
1218,Chillicothe,Guernsey Crossing,1251 N Bridge Street,Chillicothe,OH,45601,,39.361513,-82.974679
1222,Bristol,The Pinnacle,434 Pinnacle Parkway,Bristol,TN,37620,(423) 217-6696,36.591865,-82.255493
1229,Euless,Glade Parks,"2701 Rio Grande Boulevard, Suite 200",Euless,TX,76039,,32.88115,-97.09867
1231,Burlington,Burlington Commons,"3200 Agency St, #150",Burlington,IA,52601,(319) 237-3447,40.813126,-91.159621
1233,Uniontown,Fayette Crossing,320 Walmart Drive,Uniontown,PA,15401,,39.91689,-79.754974
1268,Troy,Oakland Mall,562 W 14 Mile Road,Troy,MI,48083,,42.537516,-83.110415
4600,Polaris,Polaris Fashion Place,1510 Polaris Parkway,Polaris,OH,43240,,40.147007,-82.980228
4609,Mobile,Mcgowin Park,1390 Tingle Circle W B-3,Mobile,AL,36606,(251) 450-1334,30.650119,-88.119356
