"IDs","Gender","Age","Latino","Race","Income","Marital","zip","city","state","latitude","longitude"
"CIPGWHQDPG55",1,39,TRUE,3,1,"Single","24823","Coal Mountain","WV",37.664172,-81.7338
"CIPGWHXF2ZJ1",1,54,FALSE,5,1,"Married","15672","New Stanton","PA",40.231003,-79.61611
"CIPGWHXR28B1",1,33,TRUE,4,7,"Single","08104","Camden","NJ",39.918663,-75.10976
"CIPGWRMZVF53",2,54,FALSE,5,4,"Married","76951","Sterling City","TX",31.818347,-101.0455
"CIPGWJ5KP6V6",2,57,TRUE,5,5,"Married","41085","Silver Grove","KY",39.034293,-84.39156
"CIPGWHZLPYR7",2,22,FALSE,4,6,"Single","17344","McSherrystown","PA",39.805693,-77.01905
"CIPGWHXRPB48",1,28,FALSE,5,5,"Single","07970","Mount Freedom","NJ",40.813281,-74.57267
"CIPGWHZMC9F7",2,38,TRUE,2,5,"Married","68870","Riverdale","NE",40.817442,-99.15387
"CIPGWL3W24D6",2,51,FALSE,5,7,"Single","54171","Sobieski","WI",44.718335,-88.10117
"CIPGWL3SRPS8",2,26,FALSE,3,5,"Single","29129","Ridge Spring","SC",33.804368,-81.65577
"CIPGWKSCBXL6",1,34,TRUE,5,4,"Single","06062","Plainville","CT",41.671548,-72.86294
"CIPGWL3R8LC5",1,45,TRUE,5,5,"Single","45310","Burkettsville","OH",40.352158,-84.6448
"CIPGWMCQHTM2",2,63,FALSE,3,7,"Single","87830","Reserve","NM",33.638186,-108.66387
"CIPGWR7BNYQ2",1,66,FALSE,5,4,"Married","01719","Boxborough","MA",42.486259,-71.51244
"CIPGWMCR3R48",2,71,FALSE,5,3,"Married","29433","Canadys","SC",33.061376,-80.631208
"CIPGWMCTQYT2",2,45,FALSE,4,1,"Married","77590","Texas City","TX",29.395283,-94.91759
"CIPGWMDRKZF1",2,52,FALSE,2,4,"Single","10650","White Plains","NY",41.013696,-73.705975
"CIPGWMCVJ7D1",2,71,FALSE,5,1,"Single","82925","Cora","WY",43.081275,-109.92672
"CIPGWMDRS870",1,39,TRUE,5,7,"Single","61132","Loves Park","IL",42.325364,-89.170527
"CIPGWMRH7PR1",2,52,TRUE,2,7,"Married","57401","Aberdeen","SD",45.46932,-98.49646
"CIPGWMRH4WS7",1,42,FALSE,4,4,"Married","67123","Potwin","KS",37.946174,-97.01423
"CIPGWMRP9KM2",1,41,TRUE,5,4,"Married","31568","White Oak","GA",31.003385,-81.79512
"CIPGWMTB2996",2,41,FALSE,4,4,"Married","59604","Helena","MT",46.6672,-111.968877
"CIPGWMTF9YY0",1,42,TRUE,4,3,"Married","37779","Luttrell","TN",36.20423,-83.75046
"CIPGWMVRWSD3",2,44,FALSE,5,6,"Married","62898","Woodlawn","IL",38.335675,-89.04867
"CIPGWMVFW3Z3",2,41,FALSE,5,7,"Married","47736","Evansville","IN",37.997128,-87.574963
"CIPGWMVRV4V1",2,22,FALSE,5,5,"Married","21288","Baltimore","MD",39.284707,-76.620489
"CIPGWMTH9X69",2,56,FALSE,5,5,"Single","15278","Pittsburgh","PA",40.434436,-80.024817
"CIPGWMVMTSR5",1,32,FALSE,5,3,"Single","26431","Shinnston","WV",39.392285,-80.28438
"CIPGWMV6ZWH3",1,35,TRUE,4,5,"Married","24751","Wolfe","WV",37.416395,-81.105803
"CIPGWMZZ3SS9",2,29,FALSE,5,1,"Married","75154","Red Oak","TX",32.526123,-96.82325
"CIPGWMVL4931",2,67,FALSE,2,4,"Single","30204","Barnesville","GA",33.05413,-84.14862
"CIPGWMZWT9K8",1,61,FALSE,2,1,"Married","15723","Chambersville","PA",40.70673,-79.16106
"CIPGWMZYJZD6",1,31,FALSE,5,7,"Single","44036","Elyria","OH",41.401494,-82.077068
"CIPGWMZZ42Y9",2,32,TRUE,4,1,"Single","44848","Nankin","OH",40.920617,-82.281695
"CIPGWN24M960",1,66,FALSE,5,6,"Married","51558","Moorhead","IA",41.911376,-95.86092
"CIPGWMZZK262",2,61,TRUE,2,4,"Single","55421","Minneapolis","MN",45.050434,-93.25007
"CIPGWN2HRJ53",2,66,FALSE,5,4,"Single","56438","Browerville","MN",46.149276,-94.83088
"CIPGWM9NVZR3",2,56,FALSE,3,4,"Single","55605","Grand Portage","MN",47.967442,-89.73735
"CIPGWN4FT7P3",1,38,FALSE,5,5,"Married","35813","Huntsville","AL",34.733964,-86.522913
"CIPGWN2JFHS7",1,51,FALSE,3,4,"Married","11760","Hauppauge","NY",40.810246,-73.191789
"CIPGWN23PNB9",2,51,FALSE,5,5,"Married","43468","Williston","OH",41.602898,-83.33988
"CIPGWN4H8CJ6",2,61,FALSE,5,7,"Single","08313","Deerfield Street","NJ",39.530314,-75.22901
"CIPGWN9FYB47",2,61,FALSE,4,7,"Single","38654","Olive Branch","MS",34.954106,-89.83743
"CIPGWN4R99R2",1,54,FALSE,5,4,"Married","30145","Kingston","GA",34.237986,-84.97801
"CIPGWMRZDV67",1,58,FALSE,5,5,"Married","68763","Oneill","NE",42.516792,-98.60341
"CIPGWNB9VD21",2,56,FALSE,3,1,"Single","47454","Paoli","IN",38.533167,-86.48362
"CIPGWN9K9276",2,57,FALSE,2,2,"Married","85311","Glendale","AZ",33.276539,-112.18717
"CIPGWNBB6MQ3",1,39,FALSE,5,4,"Single","54732","Cornell","WI",45.155211,-91.17005
"CIPGWNBBPXX6",1,66,FALSE,5,4,"Married","99925","Klawock","AK",55.555164,-133.07316
"CIPGWNFLXXB6",1,44,FALSE,3,1,"Single","39841","Damascus","GA",31.28,-84.67
"CIPGWNBBNFB2",2,56,FALSE,5,6,"Single","55020","Elko","MN",44.571365,-93.36011
"CIPGWNFMF2B0",2,41,FALSE,2,3,"Married","45719","Chauncey","OH",39.4001,-82.12856
"CIPGWNFVJ5Q0",2,63,TRUE,5,4,"Married","50048","Casey","IA",41.514342,-94.52139
"CIPGWNJ65CJ6",2,22,FALSE,5,5,"Single","98935","Mabton","WA",46.177732,-120.02966
"CIPGWNMSW9L9",2,66,FALSE,5,5,"Single","26327","Berea","WV",39.122023,-80.95448
"CIPGWNJ7JTD8",2,34,TRUE,5,7,"Married","70421","Akers","LA",30.612371,-90.405312
"CIPGWNJ789D2",2,35,FALSE,5,4,"Single","03278","Warner","NH",43.283838,-71.82537
"CIPGWNMSZRT1",1,52,FALSE,2,6,"Single","50197","Knoxville","IA",41.334549,-93.099205
"CIPGWNQDND82",1,52,FALSE,5,5,"Married","53060","Newburg","WI",43.433807,-88.062338
"CIPGWNQD43C1",2,63,FALSE,5,3,"Married","64456","Grant City","MO",40.496954,-94.38993
"CIPGWNQKPTS1",1,26,FALSE,1,7,"Married",NA,NA,NA,NA,NA
"CIPGWNQJR6H3",1,57,TRUE,5,3,"Married","03290","Nottingham","NH",43.115874,-71.11081
"CIPGWNQRWCC9",2,71,FALSE,5,7,"Married","54136","Kimberly","WI",44.268387,-88.33656
"CIPGWNQTJQC9",1,38,FALSE,5,5,"Married",NA,NA,NA,NA,NA
"CIPGWNR65Y84",2,64,FALSE,5,4,"Married","55398","Zimmerman","MN",45.455085,-93.57873
"CIPGWNQNZVZ2",2,35,FALSE,4,6,"Married","91778","San Gabriel","CA",33.786594,-118.298662
"CIPGWNR648W9",2,61,FALSE,5,1,"Married","93002","Ventura","CA",34.032383,-119.1343
"CIPGWNR7V2N3",2,52,TRUE,5,4,"Single","79424","Lubbock","TX",33.513337,-101.93239
"CIPGWNR9WHK2",2,34,FALSE,2,4,"Married","14437","Dansville","NY",42.576771,-77.71925
"CIPGWNR9CB78",2,56,FALSE,2,4,"Single","75446","Honey Grove","TX",33.589851,-95.90242
"CIPGWNRB5HH6",2,71,FALSE,5,1,"Single","31298","Macon","GA",32.87333,-83.708399
"CIPGWNRB44Y6",2,66,FALSE,2,5,"Single","04953","Newport","ME",44.85549,-69.26397
"CIPGWNRTNRZ2",2,23,FALSE,5,5,"Married","17019","Dillsburg","PA",40.093968,-77.02628
"CIPGWNRVSWR3",2,45,FALSE,4,4,"Single","95032","Los Gatos","CA",37.241193,-121.9534
"CIPGWNRXDDJ4",2,66,FALSE,5,5,"Single","96767","Lahaina","HI",20.866638,-156.646667
"CIPGWNRQCY47",2,32,FALSE,5,5,"Married","79925","El Paso","TX",31.782408,-106.36353
"CIPGWNRBZ7Q2",2,63,FALSE,3,6,"Single","62263","Nashville","IL",38.346578,-89.38453
"CIPGWNRYJ880",2,29,FALSE,3,3,"Single","52045","Epworth","IA",42.451496,-90.92851
"CIPGWNRWXVQ3",1,34,FALSE,4,2,"Single","91330","Northridge","CA",33.786594,-118.298662
"CIPGWNSDRSF9",1,38,FALSE,2,2,"Single","40702","Corbin","KY",36.937426,-84.1031
"CIPGVHSDHV31",2,22,FALSE,5,4,"Married","52246","Iowa City","IA",41.650916,-91.56058
"CIPGWNJ4TKP6",2,51,FALSE,5,1,"Single","62341","Hamilton","IL",40.402015,-91.33182
"CIPGWNSF3ZM7",1,35,FALSE,5,4,"Married","31698","Valdosta","GA",30.84848,-83.287753
"CIPGWNSJSJY0",1,44,FALSE,5,5,"Married","22953","Madison Mills","VA",38.428509,-78.267848
"CIPGWNRWR878",2,71,TRUE,5,5,"Single","04681","Stonington","ME",44.168214,-68.66405
"CIPGWNSPGNN5",2,26,FALSE,5,6,"Single","14556","Sonyea","NY",42.729839,-77.773919
"CIPGWNSYCCF2",1,38,TRUE,5,5,"Married","32805","Orlando","FL",28.53028,-81.40089
"CIPGWNSZJLY0",1,26,FALSE,2,4,"Single","27661","Raleigh","NC",35.797692,-78.625265
"CIPGWNT2P2D6",2,63,FALSE,5,3,"Single","26651","Summersville","WV",38.30696,-80.87329
"CIPGWNT32LM1",2,34,FALSE,5,1,"Married","02382","Whitman","MA",42.08235,-70.93734
"CIPGWMSVWL44",2,32,FALSE,5,4,"Single","71865","Wilton","AR",33.741986,-94.14867
"CIPGWNTCKV36",2,67,FALSE,5,5,"Married","82008","Cheyenne","WY",41.327351,-104.666365
"CIPGWNT4YLX9",2,63,FALSE,5,5,"Married","61524","Dunfermline","IL",40.490965,-90.03285
"CIPGWNT4X3V1",1,56,TRUE,5,5,"Married","29226","Columbia","SC",34.005992,-80.970766
"CIPGWNTD9JM0",2,57,FALSE,5,1,"Single","64197","Kansas City","MO",39.035038,-94.356728
"CIPGWNTF3CV0",2,44,TRUE,5,5,"Single","24184","Wirtz","VA",37.068743,-79.74911
"CIPGWNTFPGK5",1,56,FALSE,5,5,"Married","16565","Erie","PA",42.182748,-80.064915
"CIPGWNTFXKB7",2,61,FALSE,3,4,"Single","55146","Saint Paul","MN",44.942656,-93.082793
"CIPGWNTR8RP6",2,52,TRUE,5,2,"Single","28273","Charlotte","NC",35.124032,-80.93954
"CIPGWNTRXW27",1,26,FALSE,5,4,"Single","55550","Young America","MN",44.805487,-93.766524
"CIPGWNTJ79Y2",1,44,TRUE,5,4,"Married","87402","Farmington","NM",36.785816,-108.14505
"CIPGWNV35LZ4",1,29,FALSE,5,6,"Married","25543","Shepherdstown","WV",39.43028,-77.807994
"CIPGWNTPS739",2,41,TRUE,5,7,"Married","97020","Donald","OR",45.224154,-122.83989
"CIPGWNQQDM31",2,56,FALSE,5,3,"Married","49685","Traverse City","MI",44.816178,-85.575147
"CIPGWNVB3QJ0",2,51,FALSE,5,3,"Married","06340","Groton","CT",41.345331,-72.04524
"CIPGWNVBY2Q1",2,67,FALSE,5,5,"Married","49127","Stevensville","MI",42.015092,-86.51351
"CIPGWNTRWD77",2,71,FALSE,5,7,"Single","36087","Tuskegee Institute","AL",32.40926,-85.738032
"CIPGWNVRMWJ6",2,23,TRUE,2,5,"Married","14622","Rochester","NY",43.21543,-77.55638
"CIPGWNVBKV58",2,44,FALSE,2,4,"Married","55991","Zumbro Falls","MN",44.24431,-92.41336
"CIPGWNVFPC95",2,52,TRUE,5,7,"Single","76185","Fort Worth","TX",32.771419,-97.291484
"CIPGWNVB3DF1",1,35,FALSE,4,3,"Married","22438","Champlain","VA",38.041706,-77.005
"CIPGWNVJH5M2",2,29,FALSE,5,1,"Married","63088","Valley Park","MO",38.553253,-90.49157
"CIPGWNVK3FT2",2,63,FALSE,5,4,"Single","02165","Newton","MA",42.446396,-71.459405
"CIPGWNVT5S65",1,22,FALSE,5,5,"Married","37659","Jonesborough","TN",36.293805,-82.49704
"CIPGWNVWMNH3",2,44,FALSE,5,1,"Single","87106","Albuquerque","NM",35.078246,-106.61747
"CIPGWNVK7SZ8",2,26,FALSE,5,2,"Married","83113","Big Piney","WY",42.557035,-110.11482
"CIPGWNW98X29",1,33,FALSE,1,6,"Single","17575","Silver Spring","PA",40.064746,-76.434285
"CIPGWNVX6RT1",1,33,TRUE,3,1,"Married","87107","Albuquerque","NM",35.134094,-106.64073
"CIPGWNW9JSP7",1,66,FALSE,4,2,"Married","77650","Port Bolivar","TX",29.43186,-94.68252
"CIPGWP265KM9",1,71,FALSE,4,7,"Married","92814","Anaheim","CA",33.640302,-117.769442
"CIPGWNW9SBX0",1,23,TRUE,3,2,"Married","41366","Rousseau","KY",37.593059,-83.287774
"CIPGWPKLL8F3",2,26,TRUE,5,1,"Single","70555","Maurice","LA",30.101305,-92.13152
"CIPGWPKLKV41",1,28,FALSE,4,2,"Single","46991","Van Buren","IN",40.620755,-85.50548
"CIPGWPMBBRZ3",1,32,FALSE,3,4,"Married","79018","Channing","TX",35.718644,-102.25186
"CIPGWPMDYXD2",2,58,TRUE,5,6,"Single","44505","Youngstown","OH",41.122524,-80.62043
"CIPGWPMD9R86",2,41,FALSE,5,5,"Single","13156","Sterling","NY",43.337718,-76.6729
"CIPGWPMFRJV2",1,28,FALSE,5,7,"Single","94044","Pacifica","CA",37.613806,-122.48229
"CIPGWPMRJ6Z0",2,31,FALSE,4,5,"Single","42533","Ferguson","KY",37.067452,-84.60301
"CIPGWPM95KL3",1,31,FALSE,5,4,"Married","88561","El Paso","TX",31.694842,-106.299987
"CIPGWMCWV293",2,66,FALSE,5,6,"Single","51653","Tabor","IA",40.886487,-95.67001
"CIPGWPMHCMR5",1,29,FALSE,5,6,"Married","21842","Ocean City","MD",38.385457,-75.07153
"CIPGWPPL6V35",1,45,FALSE,5,5,"Single","27620","Raleigh","NC",35.797692,-78.625265
"CIPGWNVCLZF7",1,35,FALSE,5,6,"Married","52044","Elkport","IA",42.748558,-91.32445
"CIPGWPPMSH55",1,56,FALSE,3,7,"Single","47131","Jeffersonville","IN",38.437021,-85.704973
"CIPGWPPNFQS1",1,58,TRUE,5,6,"Single","84415","Ogden","UT",41.255285,-111.956721
"CIPGWPMHRKB9",2,31,TRUE,5,4,"Single","04406","Abbot","ME",45.221933,-69.49039
"CIPGWPPQY393",2,38,FALSE,5,4,"Married","37211","Nashville","TN",36.079259,-86.72584
"CIPGWPQ97K57",1,32,FALSE,5,6,"Single","40550","Lexington","KY",38.028269,-84.471505
"CIPGWPPTMS59",1,32,FALSE,5,1,"Married","08066","Paulsboro","NJ",39.833156,-75.23773
"CIPGWPQDPDK8",1,37,FALSE,5,6,"Married","75944","Etoile","TX",31.368872,-94.40817
"CIPGWPQ9Z4X1",2,23,FALSE,3,4,"Married","94039","Mountain View","CA",37.189396,-121.705327
"CIPGWPPPD7X0",1,66,TRUE,5,7,"Married","58345","Lawton","ND",48.303578,-98.33378
"CIPGWPRCC7K7",2,33,FALSE,5,6,"Married","75855","Oakwood","TX",31.579572,-95.85303
"CIPGWPRCWRZ9",2,26,TRUE,4,2,"Married","65348","Otterville","MO",38.708894,-92.99077
"CIPGWPRHKWP3",2,56,FALSE,5,6,"Single","98568","Oakville","WA",46.84066,-123.25649
"CIPGWPQDXT50",2,35,FALSE,3,7,"Single","48859","Mount Pleasant","MI",43.564736,-84.847297
"CIPGWPRJQZR2",1,42,FALSE,3,5,"Married","11970","South Jamesport","NY",40.941363,-72.57502
"CIPGWMQVKSH4",2,66,TRUE,5,4,"Married","02714","Dartmouth","MA",41.756214,-71.067062
"CIPGWPRNT8N5",2,31,FALSE,3,5,"Single","15617","Arona","PA",40.26974,-79.66042
"CIPGWPRSLR68",2,67,FALSE,5,4,"Married","35401","Tuscaloosa","AL",33.193818,-87.56843
"CIPGWPPGBFX2",1,52,FALSE,2,6,"Married","38334","Finger","TN",35.357639,-88.60089
"CIPGWPRX4454",1,41,TRUE,5,6,"Married","59634","Clancy","MT",46.479732,-111.97496
"CIPGWPRX6QH1",1,57,FALSE,4,2,"Married","88415","Clayton","NM",36.387827,-103.22216
"CIPGWPS2ST48",1,35,FALSE,5,4,"Single","91182","Pasadena","CA",33.786594,-118.298662
"CIPGWPS377J8",1,54,FALSE,5,6,"Single","76185","Fort Worth","TX",32.771419,-97.291484
"CIPGWPRTB277",2,31,TRUE,4,4,"Single",NA,NA,NA,NA,NA
"CIPGWPS9V638",2,29,TRUE,5,5,"Married","45714","Belpre","OH",39.297622,-81.5958
"CIPGWPS6M4T4",2,31,FALSE,5,1,"Single","01538","North Uxbridge","MA",42.364807,-71.896868
"CIPGWPS9DR27",2,52,FALSE,5,4,"Married","15958","Summerhill","PA",40.381332,-78.7433
"CIPGWPXXHCJ3",1,31,FALSE,5,5,"Married","30565","Nicholson","GA",34.094345,-83.41617
"CIPGWPXXZTP8",1,45,TRUE,1,3,"Single","21087","Kingsville","MD",39.444457,-76.40817
"CIPGWPS87MM4",2,29,FALSE,5,6,"Single","01082","Ware","MA",42.270611,-72.26067
"CIPGWPXXZ471",1,71,FALSE,5,4,"Single","71678","Yorktown","AR",33.978738,-91.699077
"CIPGWQ5MK8T9",2,32,FALSE,3,4,"Single","93953","Pebble Beach","CA",36.59081,-121.9461
"CIPGWQ5PB3C3",1,41,TRUE,2,7,"Married","35287","Birmingham","AL",33.544622,-86.929208
"CIPGWQ5QD422",1,71,FALSE,4,2,"Married","97482","Thurston","OR",43.863845,-122.99879
"CIPGWQ5Q2RK7",2,66,TRUE,3,5,"Single","29479","Saint Stephen","SC",33.391941,-79.91737
"CIPGWPPGPXL1",1,51,FALSE,5,5,"Single","47402","Bloomington","IN",39.173234,-86.501543
"CIPGWPRHRNH6",2,63,FALSE,3,5,"Married","98402","Tacoma","WA",47.247671,-122.43971
"CIPGWQ5VZF81",2,38,FALSE,2,4,"Married","74301","Vinita","OK",36.631673,-95.17303
"CIPGWQ5Z4XY0",1,63,TRUE,5,2,"Married","91614","Studio City","CA",33.786594,-118.298662
"CIPGWPRDS667",2,38,FALSE,2,5,"Married","20754","Dunkirk","MD",38.746123,-76.65117
"CIPGWQ629V78",1,56,FALSE,5,4,"Married","13352","Hinckley","NY",43.328187,-75.117319
"CIPGWQ65DSH2",2,38,TRUE,1,5,"Single","07832","Columbia","NJ",40.92976,-75.06193
"CIPGWQSSH8T9",2,58,TRUE,3,3,"Single","53943","Loganville","WI",43.401354,-90.04308
"CIPGWQSSJTB2",2,38,FALSE,5,5,"Single","24918","Ballard","WV",37.515724,-80.76748
"CIPGWQZCPVD6",1,26,TRUE,5,4,"Single","91496","Van Nuys","CA",33.786594,-118.298662
"CIPGWQZ6RP54",2,44,FALSE,3,4,"Single","69170","Wellfleet","NE",40.770008,-100.73442
"CIPGWQ5MRSY9",1,31,FALSE,5,5,"Married","71264","Oak Ridge","LA",32.601149,-91.79917
"CIPGWQZR2PK4",2,22,FALSE,5,4,"Single","19335","Downingtown","PA",40.02342,-75.71389
"CIPGWQ5YLLZ2",2,54,FALSE,5,1,"Single","98666","Vancouver","WA",45.801586,-122.520347
"CIPGWQZBHW86",2,52,FALSE,5,4,"Single","62914","Cairo","IL",37.025325,-89.18974
"CIPGWQZPJTC9",2,34,FALSE,3,4,"Married","18766","Wilkes Barre","PA",41.244781,-75.88959
"CIPGWQZSRBH0",2,63,FALSE,5,3,"Single","49503","Grand Rapids","MI",42.964176,-85.65885
"CIPGWQN92RT5",2,66,FALSE,5,2,"Married","32204","Jacksonville","FL",30.323806,-81.68174
"CIPGWQZT9278",1,52,TRUE,5,1,"Married","15622","Champion","PA",40.038201,-79.30426
"CIPGWR3DT997",2,63,TRUE,2,7,"Married","33946","Placida","FL",26.849473,-82.28661
"CIPGWR4CV6Y1",1,32,FALSE,5,5,"Single","63043","Maryland Heights","MO",38.725331,-90.44451
"CIPGWR4CFKZ9",2,66,FALSE,5,4,"Married","31407","Savannah","GA",32.162963,-81.17233
"CIPGWR4BKDT9",1,29,TRUE,2,4,"Single","79532","Loraine","TX",32.409433,-100.71285
"CIPGWR4BLP65",2,29,FALSE,5,6,"Single","90007","Los Angeles","CA",34.026448,-118.2829
"CIPGWR4FJDD9",2,34,TRUE,4,5,"Single","02675","Yarmouth Port","MA",41.703205,-70.22395
"CIPGWR4F6D75",2,32,FALSE,4,5,"Married",NA,NA,NA,NA,NA
"CIPGWR4RL3R5",2,34,FALSE,5,3,"Single","35897","Huntsville","AL",34.733964,-86.522913
"CIPGWQZ4DZP8",2,52,TRUE,5,5,"Single","57476","Tulare","SD",44.713517,-98.61569
"CIPGWR4T83Y7",2,41,FALSE,5,4,"Single","79164","Amarillo","TX",35.401475,-101.895089
"CIPGWR4SMDC2",1,71,TRUE,3,6,"Single","38864","Randolph","MS",34.134456,-89.20879
"CIPGWR4VQR80",2,51,FALSE,5,3,"Single","45711","Amesville","OH",39.429095,-81.94337
"CIPGWR6PG548",2,56,TRUE,5,5,"Single","20009","Washington","DC",38.919211,-77.03777
"CIPGWR6JRLX6",1,22,FALSE,5,2,"Single","20077","Washington","DC",38.893311,-77.014647
"CIPGWR6Q54Q6",1,64,FALSE,2,4,"Married","52497","Cedar Rapids","IA",42.079415,-91.599215
"CIPGWR6SPTT1",2,26,FALSE,2,5,"Single","61060","Orangeville","IL",42.475891,-89.63404
"CIPGWR6XQJH8",1,42,TRUE,2,5,"Single","40252","Louisville","KY",38.188962,-85.676819
"CIPGWR6YYDN5",2,34,FALSE,4,5,"Married","52570","Milton","IA",40.679958,-92.162
"CIPGWR6YTBQ1",1,63,FALSE,5,5,"Married","75771","Lindale","TX",32.522902,-95.42126
"CIPGWR78LRH2",2,64,FALSE,5,6,"Married","53083","Sheboygan","WI",43.797567,-87.75664
"CIPGWR7947R7",1,56,TRUE,5,5,"Single","56643","Fleming","MN",46.631748,-93.515456
"CIPGWR77T463",2,33,FALSE,5,6,"Single","32465","Wewahitchka","FL",30.045471,-85.22822
"CIPGWRCCWVP3",2,41,FALSE,2,2,"Married","90103","Los Angeles","CA",33.786594,-118.298662
"CIPGWRCBT2D1",1,54,FALSE,5,7,"Single","85310","Glendale","AZ",33.701173,-112.17614
"CIPGWRCFNXT8",1,26,FALSE,5,1,"Married","57629","Glad Valley","SD",44.992051,-101.568656
"CIPGWS3WQRN5",2,41,FALSE,3,1,"Single","14543","Rush","NY",42.98723,-77.67433
"CIPGWRCRV4T8",2,74,FALSE,5,6,"Single","63464","Plevna","MO",39.972337,-92.06553
"CIPGWS2KB880",2,31,TRUE,5,4,"Single","29714","Fort Lawn","SC",34.702249,-80.90157
"CIPGWS4PRX37",2,63,FALSE,5,5,"Married","98558","Mckenna","WA",46.955863,-122.55585
"CIPGWS4QXR56",1,66,FALSE,2,5,"Married","92865","Orange","CA",33.8318,-117.84739
"CIPGWS2J7R79",2,26,FALSE,3,2,"Married","97911","Juntura","OR",43.722896,-118.07394
"CIPGWSTRSMF0",2,22,TRUE,2,4,"Married","12151","Round Lake","NY",42.932326,-73.79363
"CIPGWS4V35B9",1,22,FALSE,3,2,"Single","88563","El Paso","TX",31.694842,-106.299987
"CIPGWVH7Z976",2,67,FALSE,5,4,"Single","29058","Heath Springs","SC",34.588329,-80.70107
"CIPGWRX6T724",1,35,TRUE,5,4,"Single","17078","Palmyra","PA",40.304156,-76.5912
"CIPGWWHCDHV8",2,63,FALSE,5,4,"Married","99324","College Place","WA",46.044936,-118.38466
"CIPGWWK56585",1,38,FALSE,5,4,"Single","99160","Orient","WA",48.86407,-118.20557
"CIPGWWK5JWB0",1,45,FALSE,5,4,"Single","13850","Vestal","NY",42.075874,-76.02837
"CIPGWWLFRWF8",2,26,FALSE,5,5,"Married","60601","Chicago","IL",41.886456,-87.62325
"CIPGWWLFYD22",2,35,FALSE,5,5,"Married","75026","Plano","TX",33.19359,-96.569879
"CIPGWWLF2RH2",2,74,FALSE,2,5,"Married","41531","Hardy","KY",37.599893,-82.23349
"CIPGWWLHJBS5",2,23,TRUE,5,3,"Single","36541","Grand Bay","AL",30.487783,-88.32722
"CIPGWWN7W5N7",1,54,FALSE,5,5,"Married","53056","Merton","WI",43.146023,-88.30975
"CIPGWWQ6ZSB9",2,28,FALSE,5,5,"Single","78251","San Antonio","TX",29.466061,-98.67004
"CIPGWWQ78QC6",2,66,FALSE,2,7,"Married","35983","Leesburg","AL",34.189256,-85.76816
"CIPGWWLH9R20",2,67,FALSE,5,5,"Single","24244","Duffield","VA",36.70122,-82.79538
"CIPGWWTPGPM1",2,52,FALSE,5,5,"Married","59106","Billings","MT",45.777818,-108.66944
"CIPGWS4NDV47",1,63,FALSE,5,3,"Single","35898","Huntsville","AL",34.733964,-86.522913
"CIPGWWTRW771",2,74,FALSE,5,3,"Single","69167","Tryon","NE",41.560479,-100.98254
"CIPGWX3KZJN2",2,39,FALSE,3,6,"Single","88023","Bayard","NM",32.774869,-108.10736
"CIPGWWXPFVS1",2,44,TRUE,5,5,"Single","16313","Clarendon","PA",41.773848,-79.11801
"CIPGWX54X5H9",1,61,TRUE,5,7,"Single","97013","Canby","OR",45.247004,-122.68208
"CIPGWX532X67",2,31,FALSE,5,4,"Married","53935","Friesland","WI",43.588986,-89.06787
"CIPGWX56R7P3",2,66,FALSE,5,5,"Married","75712","Tyler","TX",32.411237,-95.289903
"CIPGWWZDR864",2,38,FALSE,5,4,"Single","77356","Montgomery","TX",30.412229,-95.6529
"CIPGWX55S861",1,56,FALSE,4,2,"Married","48824","East Lansing","MI",42.725884,-84.4792
"CIPGWWQ772M0",1,56,FALSE,5,6,"Single","56356","New Munich","MN",45.628804,-94.75466
"CIPGWX53PK85",2,38,FALSE,2,2,"Single","48414","Bancroft","MI",42.869478,-84.0761
"CIPGWXBW4K97",2,56,FALSE,2,4,"Married","89802","Elko","NV",41.059414,-115.529596
"CIPGWXBZJTK4",2,38,FALSE,2,6,"Single","14008","Appleton","NY",43.318768,-78.63328
"CIPGWXDC9BV3",2,67,FALSE,5,4,"Married","64155","Kansas City","MO",39.276828,-94.57344
"CIPGWX7C22P3",2,67,FALSE,5,6,"Single","37544","Memphis","TN",35.15,-90.05
"CIPGWXTYK6D2",2,66,FALSE,5,3,"Married","64154","Kansas City","MO",39.261679,-94.63353
"CIPGWS4VRNX6",2,64,FALSE,5,1,"Single","15345","Marianna","PA",40.019657,-80.10273
"CIPGWXVT4RZ7",2,29,FALSE,5,4,"Single","77025","Houston","TX",29.69023,-95.43474
"CIPGWXX639B0",2,56,FALSE,5,6,"Married","92571","Perris","CA",33.822068,-117.21514
"CIPGWXX53FN3",2,32,FALSE,3,6,"Married",NA,NA,NA,NA,NA
"CIPGWXV24V86",1,54,FALSE,5,1,"Married","25031","Boomer","WV",38.151116,-81.28483
"CIPGWXXBN735",1,41,FALSE,3,5,"Single","72341","Haynes","AR",34.903767,-90.76129
"CIPGWXXBHDF4",2,64,FALSE,2,6,"Married","12158","Selkirk","NY",42.539822,-73.81545
"CIPGWXZDXS97",1,22,FALSE,2,3,"Single","94128","San Francisco","CA",37.621964,-122.39534
"CIPGWXXBT5N0",1,56,TRUE,4,1,"Single","75310","Dallas","TX",32.767268,-96.777626
"CIPGWXXBRM83",1,32,FALSE,3,3,"Single","99125","Endicott","WA",46.941628,-117.7293
"CIPGWXXBNVR2",2,42,FALSE,1,6,"Single","24581","Norwood","VA",37.644171,-78.79447
"CIPGWS2LN2W9",1,51,TRUE,3,6,"Single","29592","Sellers","SC",34.283207,-79.47272
