"StoreID","Longitude","Latitude","StoreName","Address","City","State","Phone.Number","POSInstalled","OwnershipStatus","TransactionTotal"
8130,-99.360084,40.446662,"McDonalds-Holdrege,NE","PO Box 12"," Holdrege","NE"," (308) 995-5066","Installed","Franchise",2147867.785
8131,-99.07404,40.700082,"McDonalds-Kearney,NE","621 E 25th St"," Kearney","NE"," (308) 237-3668","Old-school","Franchise",1489540.562
8132,-99.084569,40.679915,"McDonalds-Kearney,NE","715 2nd Ave"," Kearney","NE"," (308) 237-9383","Old-school","Owned",2478970.915
8133,-99.081849,40.77493,"McDonalds-Kearney,NE","5605 1st Ave"," Kearney","NE"," (308) 236-2111","Installed","Franchise",1746516.232
8134,-96.04279,41.17961,"McDonalds-La Vista,NE","8003 S 84th St"," La Vista","NE"," (402) 597-6162","Old-school","Owned",1994612.559
8135,-99.739757,40.75123,"McDonalds-Lexington,NE","2706 Plum Creek Pkwy"," Lexington","NE"," (308) 324-2922","Installed","Franchise",1989662.165
8136,-96.68187,40.85801,"McDonalds [WM]-Lincoln,NE","4700 N 27th St [WM]"," Lincoln","NE"," (402) 477-2131","Installed","Franchise",1993234.018
8137,-96.60059,40.73436,"McDonalds [WM]-Lincoln,NE","8700 Andermatt Ave [WM]"," Lincoln","NE"," (402) 488-2480","Old-school","Owned",2138631.08
8138,-96.70686,40.83671,"McDonalds-Lincoln,NE","1028 Saunders Ave"," Lincoln","NE"," (402) 476-2538","Installed","Owned",1979156.747
8139,-96.73783,40.84436,"McDonalds-Lincoln,NE","1141 W Bond St"," Lincoln","NE"," (402) 475-5238","Old-school","Owned",2235471.066
8140,-96.690086,40.809338,"McDonalds-Lincoln,NE","2140 K St Ste 102"," Lincoln","NE"," (402) 477-5001","Old-school","Owned",1950201.633
8141,-96.68288,40.85905,"McDonalds-Lincoln,NE","2641 Ticonderoga Dr"," Lincoln","NE"," (402) 435-5444","Installed","Owned",2031000.312
8142,-96.68221,40.73977,"McDonalds-Lincoln,NE","2700 Pine Lake Rd"," Lincoln","NE"," (402) 328-8727","Old-school","Franchise",1685646.551
8143,-96.70618,40.77885,"McDonalds-Lincoln,NE","3330 S 10th St"," Lincoln","NE"," (402) 423-1355","Installed","Franchise",2216143.71
8144,-96.72651,40.81357,"McDonalds-Lincoln,NE","345 W O St"," Lincoln","NE"," (402) 438-6630","Installed","Franchise",2513024.805
8145,-96.63258,40.81348,"McDonalds-Lincoln,NE","6500 O St"," Lincoln","NE"," (402) 466-5766","Installed","Franchise",1601299.001
8146,-96.68236,40.82212,"McDonalds-Lincoln,NE","875 N 27th St"," Lincoln","NE"," (402) 474-5017","Installed","Franchise",1888412.952
8147,-96.65359,40.78611,"McDonalds PlayPlace-Lincoln,NE","2600 S 48th St"," Lincoln","NE"," (402) 488-7083","Installed","Franchise",1915810.892
8148,-96.64748,40.85521,"McDonalds PlayPlace-Lincoln,NE","5327 Cornhusker Hwy"," Lincoln","NE"," (402) 464-0973","Old-school","Franchise",1845345.548
8149,-96.65388,40.81855,"McDonalds PlayPlace-Lincoln,NE","547 N 48th St"," Lincoln","NE"," (402) 464-2290","Old-school","Owned",2550384.607
8150,-96.64227,40.75392,"McDonalds PlayPlace-Lincoln,NE","5800 Old Cheney Rd"," Lincoln","NE"," (402) 421-8303","Old-school","Owned",1574453.864
8151,-100.644472,40.201662,"McDonalds-McCook,NE","501 N Hwy 83"," McCook","NE"," (308) 345-3422","Installed","Owned",1672139.969
8152,-95.85945,40.66332,"McDonalds-Nebraska City,NE","1512 S 11th St"," Nebraska City","NE"," (402) 873-6466","Installed","Franchise",1886594.168
8153,-97.42802,42.0246,"McDonalds-Norfolk,NE","813 S 13th Pl"," Norfolk","NE"," (402) 379-1800","Installed","Franchise",2019986.828
8154,-97.41642,42.04635,"McDonalds-Norfolk,NE","1205 Riverside Blvd"," Norfolk","NE"," (402) 371-4048","Installed","Owned",2075278.147
8155,-100.762754,41.122144,"McDonalds-North Platte,NE","1313 S Dewey"," North Platte","NE"," (308) 534-2249","Installed","Owned",1781420.063
8156,-100.725499,41.10175,"McDonalds-North Platte,NE","311 South Newberry"," North Platte","NE"," (308) 534-1733","Old-school","Franchise",2035640.983
8157,-101.718524,41.12483,"McDonalds-Ogallala,NE","301 Stagecoach Trail PO Box 733"," Ogallala","NE"," (308) 284-2274","Installed","Franchise",1660418.581
8158,-96.08999,41.26466,"McDonalds-Omaha,NE","11330 W Dodge Rd"," Omaha","NE"," (402) 496-3555","Old-school","Owned",1872635.201
8159,-95.97353,41.25911,"McDonalds-Omaha,NE","122 S 40th St"," Omaha","NE"," (402) 558-3300","Installed","Franchise",1761517.067
8160,-96.10767,41.23387,"McDonalds-Omaha,NE","12411 W Center Rd"," Omaha","NE"," (402) 333-8600","Old-school","Franchise",2280317.651
8161,-96.112178,41.212894,"McDonalds-Omaha,NE","12850 L St"," Omaha","NE"," (402) 333-6175","Installed","Franchise",2236670.478
8162,-96.13983,41.23368,"McDonalds-Omaha,NE","14449 W Center Rd"," Omaha","NE"," (402) 691-8266","Old-school","Owned",2040750.952
8163,-96.20147,41.2333,"McDonalds-Omaha,NE","18320 Wright St"," Omaha","NE"," (402) 333-0788","Old-school","Franchise",1963358.052
8164,-96.02409,41.28007,"McDonalds-Omaha,NE","2340 N 72nd St"," Omaha","NE"," (402) 390-1179","Old-school","Owned",1874510.046
8165,-95.94745,41.26811,"McDonalds-Omaha,NE","2410 Cuming St"," Omaha","NE"," (402) 342-1226","Old-school","Owned",1826254.535
8166,-96.08159,41.28984,"McDonalds-Omaha,NE","3404 N 108th St"," Omaha","NE"," (402) 493-9555","Old-school","Franchise",2363069.032
8167,-96.04326,41.22628,"McDonalds-Omaha,NE","3606 S 84th St"," Omaha","NE"," (402) 399-8700","Installed","Franchise",2198575.767
8168,-95.96708,41.1409,"McDonalds-Omaha,NE","3609 Summit Plaza Dr"," Omaha","NE"," (402) 292-7704","Installed","Franchise",2226834.417
8169,-95.97569,41.2214,"McDonalds-Omaha,NE","3909 S 42nd St"," Omaha","NE"," (402) 731-2700","Installed","Owned",2076065.098
8170,-95.95663,41.29874,"McDonalds-Omaha,NE","4404 N 30th St"," Omaha","NE"," (402) 451-3460","Old-school","Owned",1785783.565
8171,-96.02357,41.30089,"McDonalds-Omaha,NE","4635 N 72nd St"," Omaha","NE"," (402) 573-0077","Installed","Franchise",2254396.372
8172,-95.9579,41.32696,"McDonalds-Omaha,NE","7400 N 30th St"," Omaha","NE"," (402) 453-6889","Old-school","Franchise",1897170.101
8173,-96.03387,41.25956,"McDonalds-Omaha,NE","7717 West Dodge St"," Omaha","NE"," (402) 390-0800","Old-school","Franchise",1610950.855
8174,-96.05297,41.31076,"McDonalds-Omaha,NE","9009 Military Rd"," Omaha","NE"," (402) 571-0800","Old-school","Franchise",1755871.519
8175,-96.13834,41.16595,"McDonalds-Omaha,NE","9505 S 144th St"," Omaha","NE"," (402) 896-5225","Installed","Franchise",2135412.893
8176,-96.0807,41.20517,"McDonalds PlayPlace-Omaha,NE","10777 Q St"," Omaha","NE"," (402) 592-5100","Old-school","Owned",2443435.356
8177,-96.12708,41.20536,"McDonalds PlayPlace-Omaha,NE","13708 Q St"," Omaha","NE"," (402) 896-0400","Installed","Franchise",1896129.582
8178,-95.93399,41.23259,"McDonalds PlayPlace-Omaha,NE","2760 S 13th Ct"," Omaha","NE"," (402) 341-0411","Old-school","Franchise",1262455.021
8179,-96.11951,41.29323,"McDonalds PlayPlace-Omaha,NE","3805 N 132nd St"," Omaha","NE"," (402) 431-8437","Old-school","Owned",1865475.714
8180,-96.022231,41.174069,"McDonalds [WM]-Papillion,NE","8525 S 71st St [WM]"," Papillion","NE"," (402) 592-1404","Installed","Franchise",1765358.508
8181,-96.04311,41.13866,"McDonalds-Papillion,NE","1410 S Washington St"," Papillion","NE"," (402) 331-7600","Installed","Franchise",1586900.072
8182,-96.022879,41.1214,"McDonalds-Papillion,NE","12501 S 71st St"," Papillion","NE"," (402) 592-1404","Installed","Owned",2016697.756
8183,-103.677722,41.879864,"McDonalds [WM]-Scottsbluff,NE","Hwy 26& Ave I [WM]"," Scottsbluff","NE"," (308) 630-7904","Installed","Franchise",2084217.354
8184,-103.669497,41.874071,"McDonalds PlayPlace-Scottsbluff,NE","419 West 27th St"," Scottsbluff","NE"," (308) 632-6511","Old-school","Owned",1943554.726
8185,-97.10218,40.8797,"McDonalds-Seward,NE","1397 Progressive Ave"," Seward","NE"," (402) 643-3789","Old-school","Owned",2339926.769
8186,-102.945274,41.14916,"McDonalds-Sidney,NE","US Hwy 385 & Hwy 19"," Sidney","NE"," (308) 254-3184","Installed","Franchise",2200098.037
8187,-96.41293,42.48359,"McDonalds-South Sioux City,NE","600 Dakota Ave"," South Sioux City","NE"," (402) 494-6928","Old-school","Franchise",2168588.757
8188,-100.550589,42.867744,"McDonalds-Valentine,NE","101 W Hwy 20"," Valentine","NE"," (402) 376-1714","Installed","Owned",2249866.178
8189,-96.533,40.91348,"McDonalds-Waverly,NE","13821 Guildford St"," Waverly","NE"," (402) 786-2200","Installed","Franchise",1879920.82
8190,-97.00462,42.23495,"McDonalds-Wayne,NE","617 Tomar Dr"," Wayne","NE"," (402) 375-3923","Old-school","Owned",2272073.819
8191,-96.71048,41.85065,"McDonalds-West Point,NE","1246 N Lincoln St"," West Point","NE"," (402) 372-2423","Old-school","Franchise",2037264.038
8192,-97.59792,40.82431,"McDonalds-York,NE","4012 S Lincoln Ave"," York","NE"," (402) 362-2363","Old-school","Franchise",1965864.19
8193,-71.20984,43.45211,"McDonalds-Alton Bay,NH","4 Homestead Pl"," Alton Bay","NH"," (603) 875-6464","Old-school","Owned",1928770.849
8194,-72.32565,43.36934,"McDonalds PlayPlace-Claremont,NH","231 Washington St"," Claremont","NH"," (603) 543-1577","Installed","Franchise",2216817.785
8195,-71.58047,43.2589,"McDonalds-Concord,NH","111 Fisherville Rd"," Concord","NH"," (603) 226-2297","Old-school","Franchise",1845569.546
8196,-71.53172,43.19826,"McDonalds-Concord,NH","90 S Main St"," Concord","NH"," (603) 224-9819","Installed","Franchise",1783327.917
8197,-71.51271,43.2137,"McDonalds-Concord,NH","117 Loudon Rd"," Concord","NH"," (603) 228-8873","Installed","Franchise",2051641.511
8198,-71.32678,42.89031,"McDonalds PlayPlace-Derry,NH","45 Crystal Ave"," Derry","NH"," (603) 432-2231","Installed","Owned",2124633.31
8199,-70.88493,43.21945,"McDonalds-Dover,NH","912 Central Ave"," Dover","NH"," (603) 742-9813","Installed","Franchise",2017601.544
8200,-71.45779,42.75891,"McDonalds PlayPlace-East Nashua,NH","45 E Hollis St"," East Nashua","NH"," (603) 880-3050","Installed","Franchise",2043986.048
8201,-71.0719,43.038125,"McDonalds [WM]-Epping,NH","75 Calef Hwy [WM]"," Epping","NH"," (603) 679-8848","Installed","Franchise",1842528.855
8202,-71.07376,43.02644,"McDonalds-Epping,NH","50 Calef Hwy"," Epping","NH"," (603) 679-8544","Installed","Owned",1779295.517
8203,-71.35787,43.22702,"McDonalds PlayPlace-Epsom,NH","Rt 4 & Rt 28"," Epsom","NH"," (603) 736-8474","Old-school","Owned",1930084.607
8204,-70.93001,42.990764,"McDonalds-Exeter,NH","148 Portsmouth Ave"," Exeter","NH"," (603) 778-8919","Installed","Franchise",2314612.877
8205,-71.62985,43.44756,"McDonalds-Franklin,NH","822 Central St"," Franklin","NH"," (603) 934-9820","Installed","Franchise",2198492.971
8206,-71.51584,42.99962,"McDonalds PlayPlace-Goffstown,NH","569 Mast Rd"," Goffstown","NH"," (603) 625-1278","Old-school","Owned",1830101.53
8207,-71.18545,44.39212,"McDonalds PlayPlace-Gorham,NH","214 Main St"," Gorham","NH"," (603) 466-2275","Installed","Franchise",1719401.267
8208,-70.82095,43.04478,"McDonalds-Greenland,NH","63 Ocean Rd"," Greenland","NH"," (603) 427-1620","Old-school","Franchise",1965062.72
8209,-70.83374,42.94531,"McDonalds-Hampton,NH","663 Lafayette Rd"," Hampton","NH"," (603) 929-3674","Old-school","Franchise",1833828.973
8210,-70.81064,42.91009,"McDonalds-Hampton Beach,NH","187 Ocean Blvd"," Hampton Beach","NH"," (603) 926-9209","Installed","Franchise",2198765.529
8211,-71.91941,43.11211,"McDonalds-Hillsborough,NH","303 W Main St"," Hillsborough","NH"," (603) 464-4664","Installed","Owned",2286812.342
8212,-71.43675,43.04707,"McDonalds PlayPlace-Hooksett,NH","1254 Hooksett Rd"," Hooksett","NH"," (603) 668-6512","Installed","Owned",2333519.171
8213,-71.44373,42.7732,"McDonalds-Hudson,NH","75 Derry Rd"," Hudson","NH"," (603) 889-9528","Installed","Franchise",2684926.988
8214,-71.42391,42.72549,"McDonalds-Hudson,NH","251 Lowell Rd"," Hudson","NH"," (603) 882-9603","Installed","Franchise",2077087.996
8215,-72.01646,42.81787,"McDonalds-Jaffrey,NH","85 Peterborough St"," Jaffrey","NH"," (603) 532-4517","Installed","Franchise",1826123.193
8216,-72.28896,42.92526,"McDonalds-Keene,NH","316 Winchester St"," Keene","NH"," (603) 352-9610","Old-school","Owned",2007462.067
8217,-71.45391,43.55875,"McDonalds PlayPlace-Laconia,NH","1231 Union Ave"," Laconia","NH"," (603) 524-9394","Installed","Franchise",1839681.974
8218,-71.57542,44.49812,"McDonalds-Lancaster,NH","258 Main St"," Lancaster","NH"," (603) 788-2123","Installed","Owned",2148291.063
8219,-70.978284,43.14946,"McDonalds-Lee,NH","Junction US 4 & NH 25"," Lee","NH"," (603) 868-6237","Installed","Franchise",1498366.097
8220,-71.66575,44.04662,"McDonalds-Lincoln,NH","Rt 112/Main St"," Lincoln","NH"," (603) 745-8006","Installed","Owned",2241135.251
8221,-71.79093,44.30887,"McDonalds-Littleton,NH","252 Meadows St"," Littleton","NH"," (603) 444-3933","Installed","Franchise",1766553.594
8222,-71.34876,42.86467,"McDonalds-Londonderry,NH","Rt 102 & Gilchrist"," Londonderry","NH"," (603) 434-3570","Installed","Franchise",2029219.514
8223,-71.45467,42.97093,"McDonalds-Manchester,NH","196 S Willow St"," Manchester","NH"," (603) 623-9259","Installed","Franchise",2094186.707
8224,-71.45235,42.9444,"McDonalds-Manchester,NH","2287 Brown Ave"," Manchester","NH"," (603) 647-0000","Old-school","Owned",1880966.531
8225,-71.42637,42.98749,"McDonalds-Manchester,NH","907 Hanover St"," Manchester","NH"," (603) 644-2557","Installed","Franchise",1285660.916
8226,-71.47977,42.96855,"McDonalds PlayPlace-Manchester,NH","907 2nd St"," Manchester","NH"," (603) 627-4793","Old-school","Owned",1699552.925
8227,-71.49744,43.65503,"McDonalds-Meredith,NH","209 Daniel Webster Hwy"," Meredith","NH"," (603) 279-8501","Installed","Franchise",1830621.051
8228,-71.494412,42.866779,"McDonalds-Merrimack,NH","9 Dobson Rd"," Merrimack","NH"," (603) 429-3800","Old-school","Franchise",2089051.919
8229,-71.545724,42.804667,"McDonalds PlayPlace-Merrimack,NH","710 Rt 101A"," Merrimack","NH"," (603) 595-4774","Installed","Owned",1909905.771
8230,-71.6216,42.82401,"McDonalds-Milford,NH","599 Nashua St"," Milford","NH"," (603) 672-9265","Installed","Franchise",2236661.78
8231,-71.50753,42.78399,"McDonalds-Nashua,NH","3 Cotton Rd & Amherst St"," Nashua","NH"," (603) 598-4475","Installed","Franchise",1759561.564
8232,-71.47575,42.73235,"McDonalds-Nashua,NH","3 Northeastern Blvd"," Nashua","NH"," (603) 821-3099","Old-school","Franchise",2114710.96
8233,-71.4416,42.7082,"McDonalds PlayPlace-Nashua,NH","255 Daniel Webster Hwy"," Nashua","NH"," (603) 891-0419","Installed","Franchise",1254329.51
8234,-70.80794,43.09984,"McDonalds-Newington,NH","50 Fox Run Rd"," Newington","NH"," (603) 431-1559","Installed","Owned",1865770.222
8235,-70.79584,43.09358,"McDonalds-Newington,NH","49 Gosling Rd"," Newington","NH"," (603) 431-2138","Old-school","Franchise",2187608.83
8236,-70.93936,43.07082,"McDonalds-Newmarket,NH","75 Exeter Rd"," Newmarket","NH"," (603) 659-1757","Installed","Owned",1503277.217
8237,-72.17603,43.359656,"McDonalds-Newport,NH","10 John Stark Hwy"," Newport","NH"," (603) 863-7818","Installed","Franchise",1982498.022
8238,-71.1181,44.02545,"McDonalds PlayPlace-North Conway,NH","1750 White Mountain Hwy"," North Conway","NH"," (603) 356-9753","Installed","Franchise",2187579.859
8239,-71.31995,42.7205,"McDonalds-Pelham,NH","113 Bridge St"," Pelham","NH"," (603) 635-9926","Old-school","Franchise",2223491.098
8240,-71.67823,43.7798,"McDonalds-Plymouth,NH","291 Main St"," Plymouth","NH"," (603) 536-1010","Old-school","Owned",1764934.249
8241,-70.77109,43.04947,"McDonalds PlayPlace-Portsmouth,NH","1000 Lafayette Rd"," Portsmouth","NH"," (603) 436-3127","Old-school","Owned",1759359.407
8242,-71.15196,43.03086,"McDonalds-Raymond,NH","Freetown Rd"," Raymond","NH"," (603) 895-9396","Installed","Owned",1767487.139
8243,-70.99237,43.31071,"McDonalds-Rochester,NH","291 N Main St"," Rochester","NH"," (603) 332-6829","Old-school","Owned",2204358.936
8244,-70.97733,43.31575,"McDonalds PlayPlace-Rochester,NH","161 Wakefield St"," Rochester","NH"," (603) 332-9848","Installed","Owned",1790978.499
8245,-71.21594,42.76347,"McDonalds-Salem,NH","225 S Broadway"," Salem","NH"," (603) 898-7923","Old-school","Owned",1533927.812
8246,-70.87211,42.89405,"McDonalds-Seabrook,NH","652 Lafayette Rd"," Seabrook","NH"," (603) 474-8361","Installed","Franchise",1911787.113
8247,-71.56758,43.45477,"McDonalds-Tilton,NH","5 Tilton Rd"," Tilton","NH"," (603) 286-7332","Installed","Franchise",1966317.935
8248,-71.81916,43.28169,"McDonalds-Warner,NH","Rt 89 & 103"," Warner","NH"," (603) 456-2805","Old-school","Owned",2447397.96
8249,-72.32542,43.60087,"McDonalds-West Lebanon,NH","Route 12a"," West Lebanon","NH"," (603) 298-9845","Old-school","Owned",2082659.621
8250,-71.20223,43.82035,"McDonalds-West Ossipee,NH","Route 16 & Rt 25"," West Ossipee","NH"," (603) 539-3534","Old-school","Franchise",1505573.383
8251,-71.249118,42.811982,"McDonalds-Windham,NH","124B Indian Rock Rd/Rt 111"," Windham","NH"," (603) 893-8205","Old-school","Franchise",2020356.411
8252,-72.03009,44.14391,"McDonalds-Woodsville,NH","Rt 302 And Forest Ave"," Woodsville","NH"," (603) 747-3114","Old-school","Owned",1762000.106
8253,-74.0536,40.02705,"McDonalds-Point Pleasant Beach,NJ","Ocean Ave & Rt 35","  Pt Pleasant Bch","NJ"," (732) 899-2706","Installed","Franchise",2257798.324
8254,-74.27074,40.42429,"McDonalds PlayPlace-Aberdeen,NJ","164 Rt 34"," Aberdeen","NJ"," (732) 583-9696","Installed","Owned",1572600.69
8255,-74.50995,39.43096,"McDonalds-Absecon,NJ","551 White Horse Pike"," Absecon","NJ"," (609) 645-2772","Installed","Franchise",2354299.867
8256,-74.00912,40.22814,"McDonalds-Asbury Park,NJ","1501 Main St"," Asbury Park","NJ"," (732) 774-1785","Installed","Franchise",1835780.623
8257,-74.46115,39.35889,"McDonalds-Atlantic City,NJ","600 N Albany Ave"," Atlantic City","NJ"," (609) 347-7737","Old-school","Owned",2196127.245
8258,-74.43736,39.35928,"McDonalds-Atlantic City,NJ","31 N Arkansas Ave"," Atlantic City","NJ"," (609) 344-1077","Old-school","Owned",2323609.578
8259,-74.4299,39.36152,"McDonalds-Atlantic City,NJ","1537 Atlantic Ave"," Atlantic City","NJ"," (609) 348-0866","Installed","Franchise",1557297.008
8260,-74.04691,40.41156,"McDonalds PlayPlace-Atlantic Highlands,NJ","970 Rt 36"," Atlantic Highlands","NJ"," (732) 291-7474","Old-school","Owned",2272602.087
8261,-74.2933,40.58186,"McDonalds-Avenel,NJ","1256 Saint Georges Ave"," Avenel","NJ"," (732) 636-5975","Installed","Franchise",2000147.641
8262,-74.21124,39.77028,"McDonalds-Barnegat,NJ","580 N Main St"," Barnegat","NJ"," (609) 660-1021","Old-school","Owned",1813149.484
8263,-74.10345,40.69421,"McDonalds-Bayonne,NJ","157 W 63rd St"," Bayonne","NJ"," (201) 437-4020","Old-school","Owned",2418508.793
8264,-74.11722,40.66541,"McDonalds PlayPlace-Bayonne,NJ","537 Broadway"," Bayonne","NJ"," (201) 858-9054","Installed","Franchise",1548712.271
8265,-74.15432,39.91467,"McDonalds-Bayville,NJ","417 Atlantic City Blvd"," Bayville","NJ"," (732) 269-5777","Old-school","Owned",2261296.593
8266,-74.64196,40.68156,"McDonalds-Bedminster,NJ","402 Us 202 & 206 N & Hills Dr"," Bedminster","NJ"," (908) 781-7575","Old-school","Owned",2317501.335
8267,-74.18259,40.78268,"McDonalds-Belleville,NJ","173 Franklin St"," Belleville","NJ"," (973) 751-5218","Old-school","Franchise",1722745.608
8268,-74.14607,40.80309,"McDonalds-Belleville,NJ","663 Washington Ave"," Belleville","NJ"," (973) 751-6700","Installed","Franchise",2163670.765
8269,-74.93175,39.80104,"McDonalds-Berlin,NJ","Rt 73 And Milford Rd"," Berlin","NJ"," (856) 767-9015","Old-school","Owned",1407420.545
8270,-74.92641,39.78916,"McDonalds PlayPlace-Berlin,NJ","230 White Horse Pike"," Berlin","NJ"," (856) 767-0311","Old-school","Owned",1914360.022
8271,-75.04394,39.80329,"McDonalds-Blackwood,NJ","1521 Blackwooe & Clementon"," Blackwood","NJ"," (856) 227-7123","Installed","Franchise",2095850.527
8272,-74.19215,40.80787,"McDonalds-Bloomfield,NJ","425 Broad St"," Bloomfield","NJ"," (973) 429-7244","Installed","Franchise",1825102.407
8273,-74.179813,40.845516,"McDonalds PlayPlace-Bloomfield,NJ","Garden State Parkway"," Bloomfield","NJ"," (973) 338-4641","Old-school","Owned",1821149.103
8274,-74.39539,40.90865,"McDonalds-Boonton,NJ","568 Myrtle Ave"," Boonton","NJ"," (973) 316-6115","Installed","Franchise",2028761.188
8275,-74.70151,40.14709,"McDonalds-Bordentown,NJ","255 Us 130"," Bordentown","NJ"," (609) 298-9802","Installed","Franchise",2071111.945
8276,-74.68272,40.56823,"McDonalds-Branchburg,NJ","944 Us 202"," Branchburg","NJ"," (908) 595-1381","Installed","Owned",1896881.34
8277,-74.117523,40.077789,"McDonalds-Brick Township,NJ","191 Van Zile Rd"," Brick Township","NJ"," (732) 840-8591","Installed","Franchise",1596063.117
8278,-74.14107,40.06102,"McDonalds-Bricktown,NJ","106 Chambers Bridge Rd"," Bricktown","NJ"," (732) 477-4280","Installed","Franchise",2215642.487
8279,-74.1234,40.07077,"McDonalds-Bricktown,NJ","1872 Rt 88"," Bricktown","NJ"," (732) 840-0337","Installed","Franchise",2210433.956
8280,-75.23235,39.4263,"McDonalds-Bridgeton,NJ","56 E Broad St"," Bridgeton","NJ"," (856) 455-9572","Installed","Franchise",1504825.762
8281,-75.21281,39.45481,"McDonalds-Bridgeton,NJ","1056 N Pearl St"," Bridgeton","NJ"," (856) 451-9165","Installed","Franchise",2147598.33
8282,-74.5565,40.56673,"McDonalds-Bridgewater,NJ","680 Promenade Blvd"," Bridgewater","NJ"," (732) 627-9230","Old-school","Owned",1804214.602
8283,-74.181071,40.836624,"McDonalds-Garden State Pkwy [Southbound]  Brookdale Service Area,NJ","MP 153.3 between exit 153A and exit 151"," Brookdale Service Area","NJ","","Installed","Owned",2073893.003
8284,-74.5843,39.97457,"McDonalds-Browns Mills,NJ","118 Trenton Rd"," Browns Mills","NJ"," (609) 893-6992","Installed","Franchise",1529085.158
8285,-74.85251,40.07156,"McDonalds-Burlington,NJ","Us 130 & Jackson St"," Burlington","NJ"," (609) 387-9191","Installed","Owned",1890687.989
8286,-74.730533,40.946278,"McDonalds PlayPlace-Byram,NJ","US Hwy 206 & Lake Lackawanna Dr"," Byram","NJ"," (973) 448-1117","Installed","Owned",1309132.361
8287,-75.11691,39.94409,"McDonalds-Camden,NJ","Haddon Ave & Federal St"," Camden","NJ"," (856) 963-9658","Installed","Owned",1393249.803
8288,-75.09797,39.90971,"McDonalds-Camden,NJ","2720 Mount Ephraim Ave"," Camden","NJ"," (856) 962-8077","Installed","Franchise",2019805.994
8289,-74.82013,39.08635,"McDonalds-Cape May Court House,NJ","227 N Main St"," Cape May Court House","NJ"," (609) 465-4604","Installed","Franchise",1911805.54
8290,-74.22882,40.59087,"McDonalds-Carteret,NJ","835 Roosevelt Ave"," Carteret","NJ"," (732) 541-2100","Installed","Franchise",2028876.594
8291,-74.45681,40.81179,"McDonalds-Cedar Knolls,NJ","35 Morris County Mall"," Cedar Knolls","NJ"," (973) 267-6232","Installed","Owned",1842962.079
8292,-75.01103,39.91418,"McDonalds-Cherry Hill,NJ","24 W Marlton Pike"," Cherry Hill","NJ"," (856) 428-0150","Old-school","Owned",2108208.264
8293,-75.04445,39.93623,"McDonalds PlayPlace-Cherry Hill,NJ","801 Route 38"," Cherry Hill","NJ"," (856) 665-9601","Installed","Franchise",1892189.627
8294,-75.00934,39.98814,"McDonalds-Cinnaminson,NJ","100 Route 130 N"," Cinnaminson","NJ"," (856) 303-2280","Old-school","Owned",2100600.202
8295,-74.30747,40.62927,"McDonalds PlayPlace-Clark,NJ","108 Central Ave"," Clark","NJ"," (732) 396-3445","Installed","Franchise",1925444.711
8296,-74.217369,40.44183,"McDonalds-Cliffwood Beach,NJ","Rt 35 & Amboy"," Cliffwood Beach","NJ"," (732) 739-1592","Old-school","Owned",1861431.801
8297,-74.91954,40.62966,"McDonalds [WM]-Clinton,NJ","Rt 513 and I 78 [WM]"," Clinton","NJ"," (908) 735-0080","Old-school","Franchise",2097113.478
8298,-74.89715,40.63954,"McDonalds-Clinton,NJ","185 Center St"," Clinton","NJ"," (908) 735-4499","Old-school","Franchise",1874932.009
8299,-75.09882,40.93217,"McDonalds PlayPlace-Columbia,NJ","10 Simpson Rd"," Columbia","NJ"," (908) 496-8600","Installed","Franchise",2194167.339
8300,-74.43485,40.15286,"McDonalds PlayPlace-Cream Ridge,NJ","534 Monmouth Rd"," Cream Ridge","NJ"," (609) 259-0419","Old-school","Owned",1761791.285
8301,-74.93318,40.02837,"McDonalds-Delran,NJ","US 130 Chester Ave"," Delran","NJ"," (856) 764-0647","Installed","Franchise",2103534.859
8302,-75.1292,39.8292,"McDonalds PlayPlace-Deptford,NJ","Rt 41 & Clements Bridge Rd"," Deptford","NJ"," (856) 845-6128","Installed","Franchise",1758573.439
8303,-74.39853,40.45158,"McDonalds-East Brunswick,NJ","361 South Rt 18"," East Brunswick","NJ"," (732) 257-6173","Old-school","Owned",2215830.559
8304,-74.38277,40.42806,"McDonalds-East Brunswick,NJ","730 Rt 18"," East Brunswick","NJ"," (732) 257-8383","Old-school","Owned",2122811.029
8305,-74.367864,40.804971,"McDonalds-East Hanover,NJ","305 Rt 10 East"," East Hanover","NJ"," (973) 884-9689","Installed","Franchise",2244837.886
8306,-74.2171,40.75616,"McDonalds-East Orange,NJ","375 Central Ave"," East Orange","NJ"," (973) 676-3170","Installed","Owned",2002015.359
8307,-74.54213,40.26872,"McDonalds PlayPlace-East Windsor,NJ","Rt 130 And Dutch Neck Rd"," East Windsor","NJ"," (609) 443-4433","Installed","Franchise",1914621.35
8308,-74.0521,40.292,"McDonalds-Eatontown,NJ","Rt 35 & Main St"," Eatontown","NJ"," (732) 389-1764","Installed","Franchise",2108584.733
8309,-73.98466,40.81374,"McDonalds-Edgewater,NJ","River Rd"," Edgewater","NJ"," (201) 941-9392","Installed","Franchise",2145209.124
8310,-74.90858,40.04353,"McDonalds PlayPlace-Edgewater Park,NJ","US 130/Cooper St"," Edgewater Park","NJ"," (609) 877-8142","Installed","Franchise",2111670.636
8311,-74.39524,40.52031,"McDonalds-Edison,NJ","1966 Rt 27"," Edison","NJ"," (732) 985-3311","Old-school","Franchise",2341970.419
